Month,Building_Type,Building_Age,Building_Area_(sqm),Building_Height_(m),Number_of_Floors,Fire_Occurrence,Type_of_Fire,Fire_Scale,Damage_Scale,Time_to_Extinguish_(min),Response_Time_(min),Number_of_People_Rescued,Number_of_Fire_Extinguishers,Sprinkler_System_Present,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Fire_Safety_Training_Conducted,Nearest_Fire_Station_Location,Width_of_Nearby_Roads_(m),Distance_to_Nearby_Buildings_(m),Types_of_Nearby_Buildings,Electrical_Equipment_Inspection_Conducted,Gas_Equipment_Inspection_Conducted,Recent_Repair_Replacement_History,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm)
10,Commercial,22,852,49,14,Yes,Negligence,Large,Large,35,8,28,2,No,8,8,No,West,15,99,Public,No,No,Over 3 years,27.185872480403205,79.2556497843387,2.766205289254815,2.3
6,Residential,99,512,33,9,No,Chemical,Small,Medium,37,3,38,3,Yes,8,9,No,East,11,29,Public,No,No,Over 3 years,22.362738247664083,77.20362336227033,2.663432093998866,38.49397490869685
10,Residential,59,824,25,7,No,Electrical,Large,Large,13,1,20,6,No,4,11,No,North,5,91,Residential,No,No,Over 3 years,21.335830268510342,73.91074428130736,3.247654072245985,2.3
3,Industrial,37,350,16,4,No,Negligence,Small,Small,29,5,44,6,Yes,5,10,No,South,5,70,Public,No,Yes,None,22.03266097685173,89.64678163732256,2.4416849942368115,83.05002389838381
1,Residential,84,269,14,4,No,Chemical,Medium,Small,59,43,26,5,Yes,6,4,No,South,15,44,Commercial,Yes,No,1-3 years,19.45310274416081,57.549440900855,4.023960802211686,37.94368589406385
3,Residential,57,751,29,8,No,Negligence,Medium,Large,56,19,20,10,No,10,0,No,East,12,12,Public,No,No,Over 3 years,15.1,78.01026069953953,1.357921502942714,36.00547473817929
6,Residential,33,186,10,2,No,Chemical,Medium,Medium,46,39,30,7,No,2,0,No,North,9,56,Commercial,No,No,1-3 years,17.14870330066435,54.1766645750069,3.395006755082256,2.3
4,Residential,28,464,30,8,No,Negligence,Small,Medium,39,14,12,7,No,5,6,No,South,14,89,Industrial,Yes,Yes,Over 3 years,15.1,52.99665049516126,4.001763869150754,29.845856581275463
10,Commercial,86,763,35,10,Yes,Chemical,Medium,Large,40,18,22,3,No,7,5,Yes,West,2,89,Public,No,No,Over 3 years,29.4761056381313,99.4,4.510435861195587,2.3
4,Industrial,45,516,20,5,No,Negligence,Medium,Small,24,32,49,9,Yes,4,7,No,South,7,35,Public,No,No,None,24.5003308283788,60.683055541460426,3.636029703380191,89.41212661680663
2,Commercial,41,391,34,10,No,Chemical,Small,Small,55,27,22,4,No,9,0,No,North,9,54,Industrial,No,Yes,Over 3 years,18.520416596560292,89.75315019839387,1.6791287508397807,18.813194448659736
1,Commercial,55,448,5,1,Yes,Negligence,Medium,Large,44,5,12,5,Yes,1,2,No,South,15,44,Residential,No,Yes,Over 3 years,15.39612988568483,54.98343576817595,3.0461587120593565,67.78977736531775
8,Commercial,54,427,49,14,No,Negligence,Medium,Large,34,20,39,7,Yes,16,8,Yes,North,15,76,Residential,No,Yes,Over 3 years,28.220157023824264,71.68068827068178,2.8485518779392285,27.417118888062205
6,Commercial,67,643,17,5,No,Chemical,Medium,Medium,59,19,36,4,No,1,0,No,South,10,67,Residential,No,No,None,18.898686321794536,56.63195735810446,4.313830314347331,18.902570320285744
8,Residential,25,331,13,4,No,Chemical,Small,Large,34,21,34,6,No,7,5,No,East,13,64,Residential,No,Yes,Over 3 years,17.85943013633814,48.41653087818648,3.1771193898228662,66.95432672598676
12,Residential,84,997,18,5,Yes,Chemical,Large,Large,26,8,21,4,Yes,7,8,No,North,20,47,Public,No,No,None,15.1,50.028354825493246,2.756880094428528,9.229145327146504
10,Residential,40,587,28,8,Yes,Chemical,Medium,Large,34,18,8,6,Yes,7,9,No,South,12,95,Industrial,No,No,None,17.71880193005903,40.4,2.433673607035601,42.23847199606617
1,Residential,91,541,10,3,Yes,Chemical,Medium,Small,42,30,20,7,Yes,4,0,No,South,12,23,Industrial,Yes,Yes,Over 3 years,15.1,42.65303100995708,3.517553985202826,72.29175486647631
3,Industrial,62,460,39,11,Yes,Chemical,Medium,Medium,31,17,38,6,No,7,3,No,East,10,60,Public,Yes,Yes,1-3 years,25.04272996529926,52.88758660953405,3.079547401354441,31.465566548409814
5,Residential,4,573,28,8,No,Negligence,Large,Large,30,17,9,3,No,1,0,No,South,9,75,Commercial,No,No,1-3 years,15.52452394857588,61.989547874277065,0.6,2.3
2,Commercial,56,405,29,8,Yes,Electrical,Medium,Large,39,10,33,4,Yes,8,7,No,East,13,45,Residential,Yes,No,Over 3 years,17.630214267935557,67.48988279647254,2.817380437626917,65.9299644031133
1,Industrial,25,837,31,9,Yes,Chemical,Medium,Medium,40,25,22,3,No,4,3,No,South,8,29,Public,No,Yes,None,16.3337847877784,73.8600377046903,1.1559280837513362,84.43172277929602
5,Industrial,93,538,23,6,Yes,Chemical,Small,Large,59,39,18,4,No,5,2,No,North,12,40,Commercial,Yes,Yes,Within 1 year,26.30957300284689,83.92229863426783,3.657511201621575,38.71392522637045
2,Commercial,69,308,23,7,Yes,Chemical,Medium,Large,26,54,6,7,Yes,10,12,No,South,16,96,Residential,No,No,1-3 years,18.52052175794864,78.07893383438098,3.9241186104379695,28.84629669728132
1,Industrial,94,565,23,7,Yes,Negligence,Medium,Large,59,26,21,3,No,5,11,No,South,15,99,Residential,Yes,No,None,16.17222544435481,63.51932392594478,2.8071718303007667,47.79600006301668
5,Commercial,58,960,17,5,No,Chemical,Small,Small,18,29,27,5,Yes,3,4,No,West,9,21,Residential,No,No,Over 3 years,20.25682112270412,70.99025051125622,2.408768499167357,48.90795713169706
11,Commercial,65,997,46,13,No,Chemical,Small,Medium,55,29,39,5,No,9,11,No,South,14,70,Public,No,No,None,21.912161644914683,57.93737277906804,1.8595803072537285,14.876027438560069
7,Residential,59,167,31,9,No,Negligence,Medium,Large,41,1,29,10,Yes,11,7,No,West,6,57,Public,Yes,Yes,Over 3 years,18.707726384367263,50.48066098003317,2.697211797554423,43.33689361540998
12,Residential,35,722,23,6,Yes,Chemical,Medium,Large,24,25,23,7,Yes,3,0,No,North,6,7,Residential,No,No,Over 3 years,22.85965273773507,64.12859738971866,1.7360864875720683,18.069193649785174
5,Commercial,30,92,5,1,Yes,Electrical,Medium,Small,35,1,44,6,Yes,6,12,No,South,5,53,Residential,No,Yes,Within 1 year,21.715350541844327,81.89973746811816,1.4610466474615182,72.4025275284115
5,Residential,53,456,35,10,No,Chemical,Medium,Medium,38,1,27,5,Yes,3,3,No,South,10,77,Commercial,No,No,Within 1 year,15.1,51.38502533370901,2.0122194538516207,16.94926828201126
2,Commercial,29,512,13,4,Yes,Negligence,Medium,Small,42,34,30,7,Yes,2,6,No,North,2,61,Public,No,No,Within 1 year,23.428308405265685,75.3730930255405,2.713805879612728,33.548809486789374
3,Commercial,39,264,39,11,No,Chemical,Small,Medium,50,46,29,7,No,8,5,No,North,14,99,Public,No,No,Over 3 years,27.35313351964188,84.82152270744946,0.7201415896650409,2.3
7,Commercial,45,613,20,6,No,Chemical,Small,Large,43,44,25,4,No,4,6,No,East,2,38,Public,No,No,Over 3 years,29.7,85.61737931863382,2.0134940423567773,2.3
8,Residential,32,470,49,14,No,Negligence,Large,Small,31,38,31,7,Yes,15,7,No,South,13,52,Commercial,No,No,1-3 years,23.45883122208726,77.96457559205588,2.0364989439564813,3.768087997386459
8,Residential,57,841,45,13,Yes,Chemical,Medium,Medium,47,38,4,8,Yes,10,6,No,South,14,51,Residential,No,No,Over 3 years,20.33635177608968,49.86452879009152,3.056775213169147,51.95169765038384
4,Industrial,60,237,33,9,No,Electrical,Small,Large,38,10,50,5,Yes,4,6,No,East,16,61,Public,No,No,None,15.1,70.72829257498535,2.1173943313632746,51.02479865264086
8,Residential,48,424,5,2,No,Negligence,Large,Small,20,39,24,7,Yes,3,0,No,East,6,23,Residential,No,No,Over 3 years,15.1,66.77439358348526,1.638325947210956,69.01258826587616
10,Residential,60,997,37,11,Yes,Chemical,Large,Large,56,5,26,3,Yes,6,1,No,East,18,59,Industrial,Yes,Yes,Within 1 year,27.08873213493464,56.34626074304765,4.072548043127436,12.35396496427812
7,Industrial,99,796,29,8,Yes,Electrical,Small,Large,47,22,11,5,No,2,3,No,South,10,79,Residential,No,No,1-3 years,21.387863063057797,78.69391677868718,2.963503842471529,4.183534265457336
3,Commercial,93,140,44,13,Yes,Negligence,Small,Small,44,13,39,7,Yes,16,13,No,East,13,48,Residential,Yes,Yes,Over 3 years,16.804114295384817,82.26258041534248,2.2047148041173394,94.1
3,Commercial,78,891,49,14,No,Chemical,Medium,Small,26,23,0,6,Yes,15,20,No,North,20,77,Residential,No,No,Within 1 year,22.80880983285344,60.06775720043144,2.7950689097492543,38.055060285839936
1,Residential,57,812,13,4,No,Electrical,Small,Medium,8,44,45,7,No,4,9,No,South,11,41,Public,No,No,Over 3 years,20.319683533284227,57.607379059898605,2.3764145888149124,63.70718378894839
8,Commercial,85,292,33,9,Yes,Negligence,Medium,Large,41,39,30,9,Yes,10,7,No,West,20,46,Public,No,No,Within 1 year,22.02941522810844,84.5377492074646,2.579040853590142,21.102630300294983
1,Industrial,35,786,27,8,Yes,Negligence,Medium,Large,16,32,31,7,Yes,7,12,No,South,8,66,Public,Yes,No,1-3 years,21.71241236009985,74.59772008276549,2.7913694188449663,36.04959432503358
7,Residential,43,711,48,14,Yes,Negligence,Medium,Large,30,30,0,7,Yes,12,4,No,East,17,91,Residential,No,Yes,Within 1 year,29.520247289514657,51.68313628020687,1.766244238152732,8.336102275028217
1,Residential,42,264,20,6,No,Negligence,Medium,Small,27,35,14,5,No,7,8,No,East,9,72,Public,No,No,None,24.502515813965427,86.94434981827519,1.6629984441461758,43.34626357286472
3,Commercial,99,427,5,1,Yes,Negligence,Medium,Small,53,1,34,7,Yes,1,0,No,West,8,34,Commercial,No,No,Within 1 year,22.94649442611065,40.4,3.470359314108921,21.24565477625773
8,Commercial,58,846,34,10,Yes,Negligence,Large,Large,46,19,37,5,Yes,9,7,No,South,14,71,Residential,Yes,Yes,Over 3 years,27.75619968653329,55.415483039563625,3.331155957847438,42.1962159425849
1,Residential,35,651,14,4,Yes,Negligence,Medium,Small,51,26,6,8,Yes,5,0,Yes,East,19,49,Residential,No,No,None,15.1,78.67701398970219,2.3588366893569064,40.86024645878472
5,Commercial,70,547,9,2,No,Chemical,Medium,Large,26,1,28,10,No,1,7,No,North,8,56,Residential,No,No,Over 3 years,25.403385861803397,48.052194883191056,0.6,22.17044171108745
6,Industrial,53,921,36,10,Yes,Chemical,Medium,Medium,26,25,16,10,Yes,6,10,No,East,12,81,Public,No,No,None,26.492711959561458,53.74499444124285,3.976993871244043,51.114777506205655
9,Commercial,61,360,30,9,No,Chemical,Large,Large,16,18,22,7,Yes,7,11,No,North,10,50,Residential,No,No,Over 3 years,28.16326313870255,69.72270769005081,2.1742259554677226,32.98567596120138
8,Residential,57,478,35,10,Yes,Negligence,Large,Large,36,49,19,10,Yes,13,10,No,South,7,47,Residential,No,Yes,None,18.488302324848917,59.64665618225281,3.433569649694291,77.03466560466993
3,Commercial,99,92,18,5,Yes,Chemical,Large,Small,45,1,45,9,Yes,10,15,No,West,18,75,Industrial,Yes,Yes,Within 1 year,23.52811434335825,61.837411891662825,4.9,52.870619987448535
7,Commercial,60,791,16,5,No,Negligence,Small,Large,30,20,17,7,Yes,2,1,No,North,4,43,Residential,No,No,1-3 years,21.33347715573265,81.32135928135506,2.1382243347025423,13.23588137064012
3,Industrial,42,92,21,6,No,Negligence,Large,Small,31,28,50,5,Yes,8,14,No,South,14,72,Residential,Yes,Yes,Within 1 year,25.39875007286296,78.99415082652212,3.1520023883527752,64.15293656438178
7,Commercial,48,390,7,2,No,Chemical,Small,Small,44,35,25,9,No,5,1,No,North,9,41,Industrial,No,No,Within 1 year,29.7,85.4763020983888,3.4901916084242286,24.753441525142165
4,Residential,10,378,5,1,Yes,Chemical,Medium,Small,36,42,32,6,No,1,0,No,North,8,15,Residential,Yes,Yes,1-3 years,21.08203137167741,80.43112913333644,2.4650970540739032,57.27929517340744
7,Residential,54,713,19,5,Yes,Electrical,Large,Large,44,18,24,8,No,2,6,No,East,17,46,Industrial,Yes,Yes,Over 3 years,19.03042945319947,62.025013846226486,4.019874775455393,69.37961949713994
7,Industrial,45,495,25,7,Yes,Negligence,Small,Large,40,2,37,4,Yes,5,3,No,East,8,79,Residential,No,Yes,Within 1 year,19.748352431841887,64.36461175010264,3.886550388410724,55.116011569933264
11,Residential,44,197,28,8,No,Chemical,Small,Small,23,1,30,7,No,7,5,No,West,9,24,Residential,No,No,1-3 years,22.202666932108016,49.76896533257285,0.7714605666884398,29.01914005090428
1,Residential,85,328,7,2,Yes,Chemical,Medium,Large,54,39,17,8,Yes,2,0,No,South,20,39,Public,No,No,None,15.1,60.46073126620846,1.862328627899963,67.66275068073975
5,Residential,28,690,38,11,No,Negligence,Medium,Medium,40,32,15,5,No,9,8,No,South,11,99,Residential,No,No,None,15.659063952625772,81.88986325952949,4.448203152968043,2.3
12,Residential,81,997,34,10,Yes,Negligence,Large,Large,8,43,1,8,Yes,9,15,No,North,9,43,Public,No,No,None,24.84529870557244,72.32428822768964,3.511468069842949,53.57660679494548
6,Industrial,99,139,49,14,No,Negligence,Medium,Large,32,40,22,4,Yes,16,20,No,East,12,64,Public,No,No,None,26.08820830139648,63.989640177264896,1.0633829700309303,71.87781188481627
4,Residential,91,989,25,7,Yes,Negligence,Small,Large,37,23,20,8,Yes,7,7,No,South,2,53,Public,Yes,Yes,None,18.565485799907435,73.49845010404735,4.9,89.32354713807533
2,Industrial,31,565,16,5,No,Electrical,Small,Large,30,27,40,6,Yes,6,9,No,East,7,73,Residential,No,Yes,None,21.046939227928423,97.10411574246172,3.345465020811715,20.84123674050084
6,Residential,4,784,24,7,No,Chemical,Small,Medium,8,5,30,8,Yes,4,7,No,South,2,52,Residential,No,No,Within 1 year,21.74985068528947,54.66964252367722,3.533180536488214,2.3
1,Residential,89,237,19,5,No,Negligence,Medium,Small,59,23,19,6,Yes,8,8,No,East,16,99,Commercial,No,Yes,Within 1 year,21.77438570673074,77.70060019005417,3.2148495076687684,2.3
7,Residential,58,556,11,3,Yes,Negligence,Small,Small,33,57,17,7,Yes,7,8,No,South,20,99,Industrial,Yes,No,1-3 years,18.181597984219195,58.75386344636173,4.9,56.76745332501441
3,Commercial,77,842,37,11,No,Negligence,Small,Small,38,30,35,6,Yes,8,3,No,East,9,21,Public,No,No,1-3 years,21.09460210961368,85.9275064477907,1.6664097262617212,58.919714787164736
2,Commercial,70,92,34,10,Yes,Chemical,Medium,Medium,26,18,19,6,Yes,8,8,Yes,West,15,93,Residential,No,No,None,28.851822928321937,68.87026602133434,2.053654124673604,2.3
4,Residential,82,997,45,13,No,Negligence,Small,Large,36,15,26,4,No,6,2,No,South,10,32,Public,No,Yes,None,20.96678484925965,65.87399732066764,0.6,22.62520454246248
8,Residential,43,336,36,10,No,Negligence,Small,Small,28,15,32,10,No,12,4,No,East,9,57,Commercial,No,No,1-3 years,23.551884235397264,83.67873036283626,0.6,25.391242124497687
2,Industrial,70,232,24,7,No,Negligence,Medium,Medium,54,26,36,10,No,4,3,No,East,12,98,Industrial,No,No,Over 3 years,29.7,74.20054559802223,1.0954410560742596,21.617051491899822
1,Commercial,36,968,22,7,No,Electrical,Medium,Medium,49,3,11,10,No,1,0,No,South,2,39,Residential,No,Yes,None,17.34099406694855,40.4,2.826167617101164,53.48702898642722
8,Residential,74,689,21,6,No,Negligence,Small,Medium,42,19,26,9,No,4,6,No,North,11,73,Residential,No,No,None,20.233969196738773,68.28049819199208,1.4172548394236042,2.3
8,Residential,99,740,41,12,No,Negligence,Large,Large,30,38,15,10,Yes,14,20,No,East,11,24,Commercial,No,No,Over 3 years,25.844444018330996,90.5916137440012,2.2791893362485043,65.22808947904518
5,Residential,21,560,20,6,Yes,Electrical,Large,Small,21,31,18,7,No,5,5,No,East,16,99,Residential,Yes,No,1-3 years,15.1,66.35530631540477,1.5610080127282382,47.86359040287843
9,Residential,36,504,20,5,No,Negligence,Large,Large,23,49,16,10,No,9,11,No,North,18,40,Public,No,No,Over 3 years,24.247004349244527,91.86958774562012,1.9164131673972784,66.86625679731415
7,Industrial,44,848,32,9,Yes,Chemical,Small,Small,35,1,39,1,No,4,1,No,West,8,55,Public,No,Yes,Over 3 years,17.76563615417283,79.52331827895172,0.8040802050377047,24.63227329293992
10,Residential,21,712,30,9,No,Chemical,Large,Medium,12,1,1,9,No,4,12,No,East,7,58,Residential,No,No,None,16.611518589657365,50.331798201343474,2.2671113240345977,10.300935989368476
1,Residential,99,92,7,2,No,Negligence,Small,Small,44,8,3,10,Yes,4,9,No,South,2,29,Commercial,No,Yes,Over 3 years,22.541199208147336,44.74714270291679,2.5509451151653573,67.37295411076548
1,Industrial,16,315,34,10,Yes,Negligence,Medium,Medium,28,14,15,9,Yes,9,9,No,East,19,99,Industrial,No,Yes,Within 1 year,23.8279318415105,80.42655483480549,2.609611364531756,23.105766474461944
4,Residential,23,346,34,10,No,Chemical,Small,Medium,59,8,34,4,No,6,1,No,North,20,94,Residential,No,No,None,21.18791081292974,68.02437788092125,2.573650919951817,2.3
1,Residential,43,436,5,1,Yes,Chemical,Medium,Large,53,22,38,7,No,1,0,No,South,19,64,Industrial,Yes,Yes,None,20.357006720675876,75.32890967187402,0.6,51.71298967060677
7,Commercial,81,709,21,6,No,Negligence,Large,Small,58,20,48,2,Yes,4,13,No,North,11,53,Residential,No,No,Within 1 year,27.097373982894723,60.620375393393616,2.741890204066812,44.04485671846084
7,Residential,33,456,33,9,Yes,Chemical,Small,Large,44,38,0,4,No,8,2,No,North,20,99,Residential,No,No,Over 3 years,19.778838714677576,91.00589816253698,2.6548285854354563,12.084587419815575
2,Residential,99,623,5,1,No,Electrical,Medium,Small,41,17,16,10,No,1,5,No,East,7,48,Residential,No,No,Over 3 years,16.834726556080646,53.29117900328157,2.484827428725948,39.689452148224014
1,Residential,55,750,29,9,No,Chemical,Medium,Medium,28,37,12,9,Yes,9,17,No,South,20,97,Industrial,No,No,Over 3 years,27.096124032892437,44.088101924103945,2.864400576079259,33.31062457063286
4,Commercial,66,844,5,1,No,Negligence,Small,Large,42,1,39,5,No,1,1,No,West,6,63,Residential,No,No,None,15.1,70.54351196513696,2.924910918530686,30.42282106927893
10,Commercial,59,136,44,12,Yes,Negligence,Medium,Large,28,1,36,8,Yes,9,13,Yes,East,17,99,Industrial,Yes,Yes,Within 1 year,28.28733577247364,57.51975863064283,0.6,22.89188437383721
1,Commercial,51,92,16,5,Yes,Negligence,Medium,Small,38,18,22,9,No,6,8,No,East,12,99,Residential,No,No,None,17.20828234556021,53.45172105918074,1.4177847860926802,61.59608160809294
7,Industrial,62,684,8,2,Yes,Chemical,Small,Small,8,34,12,7,Yes,4,16,No,East,6,8,Public,No,No,None,21.460307661126585,82.73113202680717,0.6,74.33318511853106
7,Residential,4,390,49,14,No,Negligence,Medium,Large,34,47,31,9,Yes,12,8,Yes,South,4,66,Industrial,No,No,None,27.048236524482768,78.84692436618339,2.4664470153228346,21.369424550569896
3,Residential,35,808,5,1,No,Chemical,Medium,Small,46,57,5,3,No,5,4,No,East,13,42,Public,No,Yes,None,18.939494716212018,99.4,1.8707006173789449,53.36148140730366
5,Commercial,49,753,14,4,No,Negligence,Medium,Small,38,33,23,7,No,3,1,No,West,8,38,Public,No,No,Within 1 year,25.975385634642063,69.67935657733217,3.3720880572001524,2.3
5,Residential,12,912,30,9,No,Negligence,Small,Large,21,1,35,5,Yes,4,3,No,North,18,61,Public,No,No,Over 3 years,20.58188517792738,63.101887647303535,3.248282213478829,16.1262483658094
8,Industrial,40,593,39,11,No,Negligence,Small,Large,14,1,45,5,Yes,4,5,No,East,6,61,Residential,No,No,Over 3 years,26.29482471392249,56.99394550244013,2.988434234700522,25.03330432087716
1,Residential,30,941,36,11,No,Chemical,Small,Large,26,35,0,8,Yes,10,9,No,East,11,54,Public,No,No,Within 1 year,25.09377092796917,56.7741403345734,2.458979524019699,22.65781659258707
4,Commercial,94,459,15,4,No,Chemical,Medium,Large,24,42,19,6,Yes,7,9,No,North,10,63,Residential,No,No,Within 1 year,20.861184297956196,61.45578302372702,4.551953980670549,24.590691103680985
5,Residential,37,92,22,6,No,Negligence,Small,Large,41,31,38,9,Yes,9,7,No,South,7,80,Commercial,No,Yes,Within 1 year,17.949833439966728,85.73592235848226,3.972686868741259,12.329032605245274
8,Commercial,40,444,13,3,No,Negligence,Small,Large,30,15,45,8,No,1,4,No,North,2,37,Residential,No,No,Within 1 year,28.01083592138701,91.5281117120629,0.8656727545273939,19.964221391411517
11,Commercial,43,665,27,7,No,Chemical,Small,Large,43,4,33,7,Yes,6,2,No,East,8,56,Residential,No,No,Over 3 years,18.28748211792054,86.57521208984184,3.695849796566408,2.3
7,Commercial,61,523,26,8,No,Chemical,Medium,Small,47,54,11,2,Yes,9,9,No,West,7,3,Commercial,No,No,Over 3 years,26.848590672651007,99.4,3.351713615607136,2.3
7,Commercial,91,866,41,12,Yes,Chemical,Large,Large,27,12,28,5,Yes,11,7,No,West,7,76,Public,No,Yes,Over 3 years,23.50728313216616,67.4332907260968,3.797406685927477,42.01471230885579
1,Commercial,46,349,12,4,No,Negligence,Medium,Large,21,14,35,6,Yes,3,14,No,South,6,86,Residential,No,No,Within 1 year,19.563970355635465,58.84595013936927,1.5058650160164435,49.60676004889702
7,Commercial,33,405,42,12,Yes,Chemical,Small,Small,35,44,45,7,Yes,10,4,No,North,11,36,Public,No,Yes,None,18.201586437151164,85.33943103079656,2.539249963255804,61.57606026398409
1,Industrial,74,141,32,9,No,Negligence,Small,Small,29,16,50,9,Yes,15,20,No,East,19,37,Residential,No,No,1-3 years,25.00889077134625,72.07374028666227,1.9106220216114569,77.02397630182426
8,Commercial,36,365,49,14,Yes,Chemical,Large,Medium,39,15,16,4,Yes,10,11,No,South,11,99,Commercial,No,No,Within 1 year,29.7,54.99116586425608,1.980541120526528,21.330476689092716
9,Residential,58,248,36,11,No,Chemical,Medium,Small,27,38,16,1,No,9,5,No,West,7,41,Residential,No,No,Within 1 year,28.268004765833137,68.71183949406814,2.9124535184098104,12.671297211970966
3,Industrial,54,810,5,1,No,Negligence,Medium,Medium,46,17,38,7,No,1,5,No,East,7,85,Public,No,No,None,24.680223187210743,61.689152262265424,4.9,17.174002938406698
10,Residential,99,997,49,14,No,Chemical,Medium,Large,44,1,11,5,No,9,8,No,South,14,99,Industrial,Yes,Yes,Within 1 year,23.12487873537082,57.99632952031112,1.4565225254780592,2.3
3,Residential,33,309,35,10,No,Electrical,Medium,Large,36,40,25,4,Yes,13,10,Yes,North,11,75,Residential,Yes,No,Over 3 years,16.516863589879716,99.4,3.86469900645832,11.574214004848422
6,Commercial,99,687,30,8,Yes,Electrical,Medium,Large,46,19,31,5,Yes,10,13,No,South,12,44,Public,Yes,Yes,None,18.754298206843373,99.4,3.2640889106599382,73.3035823901929
7,Commercial,99,508,43,12,Yes,Chemical,Medium,Medium,31,45,36,7,Yes,8,3,No,East,11,57,Public,No,No,None,29.06845614169386,46.02030585071924,3.008498453709748,45.55453793714633
5,Industrial,4,631,22,6,No,Chemical,Small,Medium,49,21,50,2,No,1,0,No,South,12,99,Residential,No,No,Within 1 year,24.562226684842496,89.0624528124973,1.3005301388894752,2.3
6,Residential,47,534,22,6,No,Chemical,Small,Small,45,43,22,5,No,5,3,No,North,15,35,Public,No,No,None,19.68290942636707,74.23467299297641,0.6660765020864874,44.07352731626988
2,Commercial,91,744,49,14,No,Chemical,Medium,Medium,32,57,9,10,No,12,8,No,South,9,68,Residential,No,Yes,None,27.560497545060095,62.52862372185743,3.9258565207540497,26.91134685281511
4,Residential,37,486,21,6,No,Negligence,Medium,Large,28,36,33,6,Yes,5,4,No,South,7,58,Residential,No,No,None,21.700467502940157,41.85699895909037,3.562388195113161,22.961994401596584
4,Residential,53,120,31,9,No,Negligence,Small,Large,57,42,33,3,No,10,11,No,South,20,99,Industrial,No,No,1-3 years,21.819216224709585,83.17088368596572,0.965403272955506,48.79810815243947
2,Residential,97,531,13,3,No,Electrical,Medium,Medium,50,23,8,8,No,4,11,No,North,13,53,Residential,No,No,Within 1 year,16.437736757754703,85.67607908023065,3.0093422063110578,2.3
7,Residential,29,997,10,3,No,Electrical,Large,Small,37,17,10,9,No,3,10,No,North,12,33,Industrial,Yes,No,Within 1 year,17.608451041823713,72.7901978913176,2.489119215267294,11.175696149332063
8,Commercial,26,944,40,12,No,Electrical,Small,Medium,40,38,20,3,Yes,8,3,No,South,13,90,Residential,No,Yes,Over 3 years,27.549183397651245,71.77149992026186,4.444249656929863,2.3
9,Residential,86,526,6,2,No,Negligence,Medium,Small,54,18,50,4,Yes,2,4,No,South,14,99,Residential,No,No,Within 1 year,24.85743172441825,77.65479647597245,2.982013232360483,2.3
5,Residential,44,753,28,8,No,Negligence,Medium,Large,35,1,22,4,Yes,4,11,No,East,16,99,Industrial,No,No,Over 3 years,21.230114339629107,60.837520437435685,2.308996760602466,24.612204508951656
6,Commercial,32,688,38,11,No,Chemical,Medium,Large,59,35,43,3,Yes,11,7,No,South,11,95,Residential,No,Yes,None,16.297928561577805,74.72274242761112,3.100725343964843,56.91352396578151
10,Residential,58,997,21,6,Yes,Chemical,Large,Small,24,47,17,2,Yes,4,6,No,East,11,42,Public,No,No,Over 3 years,21.52750734200919,80.85765011254395,1.2921813733599543,17.932411645317472
7,Residential,51,776,32,9,No,Chemical,Small,Large,14,28,27,6,Yes,4,0,No,North,3,3,Public,No,No,Within 1 year,22.11438150820098,55.08989632633484,1.5587098253096754,2.3
4,Residential,79,171,19,5,No,Negligence,Medium,Small,54,30,12,9,Yes,5,4,No,South,9,61,Residential,No,No,None,18.4947914643518,83.91905830167991,1.7319221749123208,11.588021790092233
3,Residential,76,180,9,3,Yes,Negligence,Medium,Small,47,51,24,8,Yes,8,10,No,East,20,55,Industrial,No,No,None,20.72531516675745,72.612648782895,3.323514630281609,59.77969830597127
8,Industrial,84,500,15,4,No,Chemical,Medium,Large,49,57,45,4,No,3,5,No,South,7,85,Public,Yes,Yes,None,28.961212039526018,87.9934415861033,4.05771761288095,23.360283037097812
7,Commercial,19,376,13,4,Yes,Negligence,Large,Large,16,35,8,2,No,1,6,No,East,2,84,Industrial,Yes,Yes,Within 1 year,28.78500544421421,66.13848141855239,2.690046578037262,14.391601314078471
2,Commercial,73,691,18,5,Yes,Chemical,Small,Large,59,13,35,6,No,1,0,No,East,20,28,Residential,No,Yes,None,16.96922218052241,45.35752163392177,2.521504846080258,72.96318768754068
6,Commercial,99,351,30,9,No,Negligence,Medium,Large,40,25,28,9,No,4,10,No,East,16,97,Industrial,No,No,Within 1 year,27.584619626034087,40.86782813378432,2.013959824065754,2.3
9,Residential,36,360,49,14,No,Negligence,Medium,Large,40,8,14,8,Yes,13,10,No,South,13,67,Industrial,No,No,1-3 years,27.075002702278542,66.87161057143435,0.6,2.3
1,Residential,57,390,19,5,Yes,Negligence,Large,Small,34,47,7,10,Yes,10,6,No,West,20,47,Public,No,No,Over 3 years,15.633924797970485,99.4,1.8898057487832225,61.9015938981245
6,Commercial,99,439,15,4,Yes,Negligence,Medium,Small,14,1,29,5,Yes,1,2,No,North,2,41,Public,No,No,Over 3 years,19.117565689920177,76.17688654799242,3.807853428263505,47.71910994740753
9,Industrial,53,369,23,6,No,Electrical,Small,Large,36,6,18,10,Yes,7,6,No,East,5,24,Public,No,No,Over 3 years,20.58854656524855,97.04728875522454,2.901397577483041,59.866207184931625
